Image,target
"[[[65 59 59]
  [65 59 59]
  [65 59 59]
  ...
  [74 66 64]
  [74 66 64]
  [74 66 64]]

 [[65 59 59]
  [65 59 59]
  [65 59 59]
  ...
  [72 64 62]
  [72 64 62]
  [72 64 62]]

 [[65 59 59]
  [65 59 59]
  [65 59 59]
  ...
  [74 66 64]
  [73 65 63]
  [73 65 63]]

 ...

 [[77 60 68]
  [65 65 65]
  [49 70 75]
  ...
  [75 66 69]
  [74 65 66]
  [74 65 66]]

 [[66 66 66]
  [78 58 69]
  [61 65 68]
  ...
  [76 67 68]
  [76 67 68]
  [76 67 68]]

 [[66 66 68]
  [86 54 67]
  [54 70 57]
  ...
  [76 68 66]
  [76 67 68]
  [76 67 68]]]",odissi
"[[[145  96  99]
  [147  98 101]
  [149 100 103]
  ...
  [100  89  93]
  [ 98  87  93]
  [ 96  85  93]]

 [[154 102 104]
  [156 104 106]
  [158 106 108]
  ...
  [114  97 103]
  [112  95 103]
  [110  93 101]]

 [[157 103 103]
  [159 105 105]
  [160 106 106]
  ...
  [115  95 104]
  [115  95 104]
  [115  95 104]]

 ...

 [[ 51  26  45]
  [ 52  27  46]
  [ 55  28  47]
  ...
  [ 60  33  42]
  [ 58  31  40]
  [ 55  29  38]]

 [[ 48  25  41]
  [ 49  26  42]
  [ 51  27  43]
  ...
  [ 67  44  50]
  [ 64  41  47]
  [ 54  31  37]]

 [[ 46  23  39]
  [ 47  24  40]
  [ 48  25  41]
  ...
  [ 42  21  26]
  [ 57  36  41]
  [ 48  27  32]]]",sattriya
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",bharatanatyam
"[[[87 69 67]
  [85 67 65]
  [84 66 64]
  ...
  [85 65 64]
  [86 65 64]
  [86 65 64]]

 [[47 12  6]
  [45 10  4]
  [45 10  4]
  ...
  [48 11  5]
  [49 10  5]
  [49 10  5]]

 [[55 12  6]
  [53 10  4]
  [53 10  4]
  ...
  [55 10  5]
  [55 10  5]
  [55 10  5]]

 ...

 [[75 24 20]
  [70 19 15]
  [73 22 18]
  ...
  [91 25 26]
  [91 25 26]
  [91 25 26]]

 [[77 24 20]
  [72 19 15]
  [75 22 18]
  ...
  [91 25 26]
  [91 25 26]
  [91 25 26]]

 [[79 24 21]
  [74 19 16]
  [76 21 18]
  ...
  [91 25 26]
  [91 25 26]
  [91 25 26]]]",bharatanatyam
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",kathakali
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[148 109  32]
  [147 106  27]
  [149 107  31]
  ...
  [143 101  17]
  [145 103  19]
  [149 104  21]]

 [[139  99   4]
  [148 108  12]
  [155 111  22]
  ...
  [140  95   2]
  [145 101   6]
  [142  97   4]]

 [[107  68   1]
  [109  70   1]
  [108  68   0]
  ...
  [ 96  57   2]
  [ 97  58   3]
  [ 93  52   0]]]",odissi
"[[[238 238 238]
  [238 238 238]
  [238 238 238]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[238 238 238]
  [238 238 238]
  [238 238 238]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[238 238 238]
  [238 238 238]
  [238 238 238]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[238 238 238]
  [238 238 238]
  [238 238 238]
  ...
  [241 241 241]
  [241 241 241]
  [241 241 241]]

 [[238 238 238]
  [238 238 238]
  [238 238 238]
  ...
  [241 241 241]
  [241 241 241]
  [241 241 241]]

 [[238 238 238]
  [238 238 238]
  [238 238 238]
  ...
  [241 241 241]
  [241 241 241]
  [241 241 241]]]",mohiniyattam
"[[[ 16  16  16]
  [ 16  16  16]
  [ 16  16  16]
  ...
  [ 16  16  16]
  [ 16  16  16]
  [ 16  16  16]]

 [[ 16  16  16]
  [ 16  16  16]
  [ 16  16  16]
  ...
  [ 16  16  16]
  [ 16  16  16]
  [ 16  16  16]]

 [[ 16  16  16]
  [ 16  16  16]
  [ 16  16  16]
  ...
  [ 16  16  16]
  [ 16  16  16]
  [ 16  16  16]]

 ...

 [[ 78  73  70]
  [ 85  77  75]
  [ 95  83  83]
  ...
  [ 61  59  60]
  [ 53  51  52]
  [ 74  72  73]]

 [[ 64  59  56]
  [103  95  93]
  [ 86  74  74]
  ...
  [ 75  71  72]
  [ 68  64  65]
  [ 74  70  71]]

 [[ 77  72  69]
  [ 98  90  88]
  [100  88  88]
  ...
  [ 81  79  80]
  [ 73  71  72]
  [ 67  65  66]]]",manipuri
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [252 252 252]
  ...
  [251 251 251]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [251 251 251]
  [247 247 247]
  ...
  [240 241 243]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [254 254 254]
  ...
  [254 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",odissi
"[[[ 40  15  11]
  [ 36  15  14]
  [ 27   1   4]
  ...
  [ 84  32  18]
  [ 62   4   0]
  [ 69  22   6]]

 [[ 59  21  18]
  [ 52  11   9]
  [ 58  15   8]
  ...
  [ 66  24  12]
  [ 75  25   0]
  [ 52  11   5]]

 [[ 52  19  10]
  [ 52   9   2]
  [ 67  24  17]
  ...
  [129  66  15]
  [110  61  20]
  [ 74  27  17]]

 ...

 [[ 70  32  13]
  [ 79  40  25]
  [ 62  13   9]
  ...
  [113  78  59]
  [ 98  60  39]
  [ 85  47  28]]

 [[ 66  27  12]
  [ 66  26  18]
  [ 46   0   0]
  ...
  [116  84  71]
  [112  74  53]
  [ 84  46  27]]

 [[ 69  30  13]
  [ 47  14   7]
  [ 63   0   0]
  ...
  [ 92  60  35]
  [ 96  58  37]
  [100  61  46]]]",kathakali
"[[[ 10  20  11]
  [  2  12   4]
  [  0   8   3]
  ...
  [  0   0   0]
  [  1   1   1]
  [  7   7   7]]

 [[ 11  16   9]
  [  1   6   0]
  [  0   5   1]
  ...
  [  0   0   0]
  [  1   1   1]
  [  6   6   6]]

 [[ 12  11   6]
  [  3   2   0]
  [  1   0   0]
  ...
  [  0   0   0]
  [  1   1   1]
  [  5   5   5]]

 ...

 [[181 142 160]
  [168 133 137]
  [166 133 142]
  ...
  [154 115 120]
  [147 111 115]
  [147 112 116]]

 [[173 147 156]
  [176 149 158]
  [169 140 145]
  ...
  [147 106 114]
  [162 121 129]
  [151 119 124]]

 [[180 154 163]
  [172 145 154]
  [178 149 154]
  ...
  [168 127 135]
  [166 125 133]
  [160 128 133]]]",mohiniyattam
"[[[ 19   8   6]
  [ 24   9   4]
  [ 28  11   4]
  ...
  [  3   2   0]
  [  2   2   0]
  [  2   2   0]]

 [[ 21   7   4]
  [ 26   9   2]
  [ 29  10   3]
  ...
  [  3   2   0]
  [  2   2   0]
  [  2   2   0]]

 [[ 26  11   6]
  [ 34  15   8]
  [ 30  10   1]
  ...
  [  4   3   1]
  [  3   3   1]
  [  3   3   1]]

 ...

 [[166  83  39]
  [167  84  40]
  [168  85  41]
  ...
  [165  86  45]
  [177 102  63]
  [179 104  65]]

 [[182 100  52]
  [183 101  53]
  [184 102  54]
  ...
  [183 104  63]
  [184 109  70]
  [178 103  64]]

 [[183 102  57]
  [185 104  59]
  [186 105  60]
  ...
  [186 103  61]
  [179  99  62]
  [189 109  72]]]",mohiniyattam
"[[[205 231 192]
  [206 229 200]
  [219 239 212]
  ...
  [216 220 203]
  [216 220 203]
  [216 220 205]]

 [[197 220 191]
  [216 238 199]
  [218 241 199]
  ...
  [204 207 198]
  [213 216 207]
  [209 212 205]]

 [[178 204 169]
  [184 208 176]
  [205 227 189]
  ...
  [192 197 191]
  [185 190 184]
  [189 193 192]]

 ...

 [[218 216 227]
  [221 219 230]
  [222 220 231]
  ...
  [232 231 237]
  [231 230 236]
  [231 230 236]]

 [[221 219 230]
  [223 221 232]
  [223 221 232]
  ...
  [228 226 239]
  [229 227 240]
  [230 228 241]]

 [[225 219 231]
  [225 219 231]
  [227 221 233]
  ...
  [225 223 234]
  [230 228 239]
  [229 227 238]]]",kuchipudi
"[[[ 38   4   5]
  [ 34   8   7]
  [ 25   6   2]
  ...
  [  0   7   1]
  [  2   6   5]
  [  8   2   6]]

 [[ 22   7   2]
  [ 38   8   8]
  [ 50  11  14]
  ...
  [  0   9   3]
  [  2   6   5]
  [  8   2   6]]

 [[ 33   7   6]
  [ 34   6   5]
  [ 38  10   9]
  ...
  [  0   7   1]
  [  2   6   5]
  [  8   2   6]]

 ...

 [[196 142  78]
  [199 144  80]
  [199 144  80]
  ...
  [185 133  76]
  [180 128  71]
  [180 128  71]]

 [[197 147  78]
  [208 158  89]
  [209 156  88]
  ...
  [187 136  79]
  [179 128  71]
  [177 126  69]]

 [[189 142  74]
  [196 149  79]
  [193 146  76]
  ...
  [172 116  59]
  [170 113  58]
  [167 114  60]]]",kathak
"[[[ 69  59  57]
  [ 67  57  55]
  [ 68  58  56]
  ...
  [ 10   5   2]
  [  9   4   1]
  [  7   2   0]]

 [[ 69  59  57]
  [ 75  65  63]
  [ 68  58  56]
  ...
  [ 13   8   5]
  [ 10   5   2]
  [  7   2   0]]

 [[ 76  66  64]
  [ 82  72  70]
  [ 75  65  63]
  ...
  [ 13  10   5]
  [ 11   8   3]
  [  6   2   0]]

 ...

 [[ 50  39  37]
  [244 233 187]
  [ 63  22  18]
  ...
  [ 19  15  12]
  [ 22  18  15]
  [ 21  17  14]]

 [[ 65  47  43]
  [ 66  39  48]
  [ 43  28  23]
  ...
  [ 23  18  14]
  [ 21  16  12]
  [ 18  13   9]]

 [[ 46  47  41]
  [ 72  58  45]
  [ 85  43  29]
  ...
  [ 25  20  16]
  [ 27  22  18]
  [ 22  17  13]]]",mohiniyattam
"[[[ 47  44  51]
  [ 38  39  44]
  [ 36  39  44]
  ...
  [ 37  40  45]
  [ 37  40  45]
  [ 37  40  45]]

 [[ 43  51  54]
  [ 34  39  43]
  [ 36  39  44]
  ...
  [ 37  40  45]
  [ 37  40  45]
  [ 37  40  45]]

 [[ 29  39  41]
  [ 36  41  45]
  [ 36  39  44]
  ...
  [ 37  40  45]
  [ 37  40  45]
  [ 37  40  45]]

 ...

 [[255 214 246]
  [255 226 255]
  [245 202 229]
  ...
  [226 136 135]
  [161  87  86]
  [130  77  69]]

 [[157 152 123]
  [161 155 121]
  [180 170 135]
  ...
  [255 217 211]
  [252 212 204]
  [166 133 116]]

 [[187 171 155]
  [188 168 141]
  [202 172 146]
  ...
  [178 169 154]
  [167 159 138]
  [178 173 144]]]",manipuri
"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 0  0  0]
  [24 14 12]
  [27 16 12]
  ...
  [37 23 14]
  [47 27 18]
  [48 24 14]]

 [[ 0  1  0]
  [ 1  0  0]
  [ 1  1  0]
  ...
  [37 20 10]
  [41 22  8]
  [52 28 16]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [50 32 20]
  [47 27 16]
  [52 28 16]]]",odissi
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   1   6]
  [  0   1   6]
  [  0   1   6]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  2   0   5]
  [  2   0   5]
  [  2   0   5]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 32  26  10]
  [ 32  26  10]
  [ 33  27  11]]

 ...

 [[ 35  12   6]
  [ 36  13   7]
  [ 38  16   5]
  ...
  [202 177 206]
  [167 155 195]
  [160 155 196]]

 [[ 29   8   5]
  [ 26   5   2]
  [ 37  16  11]
  ...
  [147 139 178]
  [150 148 195]
  [146 150 195]]

 [[ 26   5   4]
  [ 26   5   2]
  [ 28   7   2]
  ...
  [120 119 151]
  [120 119 153]
  [116 114 151]]]",odissi
"[[[218 225 233]
  [218 225 233]
  [218 225 233]
  ...
  [220 223 228]
  [220 223 228]
  [218 221 226]]

 [[218 225 231]
  [218 225 231]
  [218 225 231]
  ...
  [220 223 228]
  [220 223 228]
  [218 221 226]]

 [[218 225 231]
  [218 225 231]
  [218 225 231]
  ...
  [220 223 228]
  [220 223 228]
  [218 221 226]]

 ...

 [[200 202 197]
  [202 204 199]
  [201 203 198]
  ...
  [206 206 198]
  [205 205 197]
  [205 205 197]]

 [[201 203 198]
  [202 204 199]
  [201 203 198]
  ...
  [207 207 199]
  [208 208 200]
  [208 208 200]]

 [[199 201 196]
  [201 203 198]
  [201 203 198]
  ...
  [211 211 203]
  [209 209 201]
  [209 209 201]]]",kuchipudi
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",kathakali
"[[[  3   0  17]
  [  3   0  17]
  [  3   0  17]
  ...
  [  3   0  17]
  [  3   0  17]
  [  3   0  17]]

 [[  3   0  17]
  [  3   0  17]
  [  3   0  17]
  ...
  [  3   0  17]
  [  3   0  17]
  [  3   0  17]]

 [[  3   0  17]
  [  3   0  17]
  [  3   0  17]
  ...
  [  3   0  17]
  [  3   0  17]
  [  3   0  17]]

 ...

 [[ 58  11   1]
  [ 57  10   0]
  [ 67   6   1]
  ...
  [192 122 110]
  [ 91  29  34]
  [ 57  16  46]]

 [[ 68   9   1]
  [ 68  10   0]
  [ 65   7   0]
  ...
  [177 111  97]
  [ 88  27  24]
  [ 43   6  23]]

 [[ 86  20   4]
  [ 85  19   3]
  [ 99  28  10]
  ...
  [164  93  63]
  [ 66  16   5]
  [ 22   1  18]]]",bharatanatyam
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 20   1   5]
  [ 18   6   8]
  [ 30   0   0]
  ...
  [125  97  76]
  [ 10   0   1]
  [ 12   1   9]]

 [[ 22   4   2]
  [ 25   7   7]
  [ 14   3   0]
  ...
  [ 89  60  44]
  [ 15   7   4]
  [ 13   2   8]]

 [[ 19   4   1]
  [ 17   1   1]
  [ 14   6   3]
  ...
  [ 73  44  30]
  [ 20  11   6]
  [ 12   0   2]]]",kathakali
"[[[0 0 2]
  [0 0 2]
  [0 0 2]
  ...
  [3 0 7]
  [3 0 7]
  [2 1 7]]

 [[0 0 2]
  [0 0 2]
  [0 0 2]
  ...
  [3 0 7]
  [3 0 7]
  [2 1 7]]

 [[0 0 2]
  [0 0 2]
  [0 0 2]
  ...
  [3 0 7]
  [3 0 7]
  [2 1 7]]

 ...

 [[0 0 2]
  [0 0 2]
  [0 0 2]
  ...
  [3 0 9]
  [3 0 9]
  [3 0 9]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [3 0 9]
  [3 0 9]
  [3 0 9]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [3 0 9]
  [3 0 9]
  [3 0 9]]]",mohiniyattam
"[[[  7   8   3]
  [  8   7   2]
  [  8   7   2]
  ...
  [ 35  30  34]
  [ 34  29  35]
  [ 32  30  35]]

 [[  7   8   3]
  [  8   7   2]
  [  8   7   2]
  ...
  [ 35  30  34]
  [ 34  29  35]
  [ 32  30  35]]

 [[  7   8   3]
  [  8   7   3]
  [  8   7   2]
  ...
  [ 33  28  32]
  [ 34  29  35]
  [ 32  30  35]]

 ...

 [[110 115  93]
  [104 111  80]
  [ 73  78  46]
  ...
  [157 158 150]
  [164 165 157]
  [170 171 163]]

 [[102 107  85]
  [104 111  80]
  [ 89  94  62]
  ...
  [182 183 175]
  [177 178 170]
  [182 183 175]]

 [[ 90  95  73]
  [ 93 100  69]
  [ 85  90  58]
  ...
  [177 178 170]
  [181 182 174]
  [181 182 174]]]",bharatanatyam
"[[[ 1  1  3]
  [ 1  1  3]
  [ 0  0  2]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 1  1  3]
  [ 1  1  3]
  [ 0  0  2]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 1  1  3]
  [ 1  1  3]
  [ 0  0  2]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[55 11  8]
  [41  0  0]
  [35  5  5]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[45  7  4]
  [45  5  5]
  [41  7  8]
  ...
  [ 1  0  0]
  [ 4  0  0]
  [ 1  1  1]]

 [[47  9  6]
  [48  6  7]
  [44 10 11]
  ...
  [72 57 36]
  [94 78 63]
  [ 1  1  1]]]",kathakali
"[[[255 255 170]
  [255 251 178]
  [158 142  20]
  ...
  [195 186 111]
  [ 75  32   0]
  [ 21  16  22]]

 [[255 243 147]
  [222 199 158]
  [156 134  35]
  ...
  [220 212  87]
  [221 218 103]
  [134 125  32]]

 [[138 116  30]
  [197 176 109]
  [185 165 114]
  ...
  [ 60   0  27]
  [133  40  61]
  [235 215 227]]

 ...

 [[239 239 241]
  [235 235 237]
  [216 215 221]
  ...
  [222 227 233]
  [221 226 232]
  [221 226 232]]

 [[218 219 224]
  [219 220 225]
  [222 223 228]
  ...
  [219 224 227]
  [218 223 226]
  [219 224 227]]

 [[215 216 221]
  [215 216 221]
  [217 218 223]
  ...
  [216 221 224]
  [215 220 223]
  [216 221 224]]]",mohiniyattam
"[[[ 8  3  0]
  [ 8  3  0]
  [ 7  3  0]
  ...
  [ 5  4  2]
  [ 4  3  1]
  [ 3  2  0]]

 [[10  2  0]
  [10  2  0]
  [10  2  0]
  ...
  [ 5  4  2]
  [ 4  3  1]
  [ 3  2  0]]

 [[10  2  0]
  [10  2  0]
  [10  2  0]
  ...
  [ 5  4  2]
  [ 4  3  1]
  [ 3  2  0]]

 ...

 [[ 4  3  1]
  [ 4  3  1]
  [ 4  3  1]
  ...
  [11  3  1]
  [11  3  1]
  [11  3  1]]

 [[ 4  3  1]
  [ 4  3  1]
  [ 4  3  1]
  ...
  [11  3  1]
  [11  3  1]
  [11  3  1]]

 [[ 6  2  1]
  [ 6  2  1]
  [ 6  2  1]
  ...
  [11  3  1]
  [11  3  1]
  [11  3  1]]]",odissi
"[[[  6  16  18]
  [  5  15  17]
  [  6  15  20]
  ...
  [  2  13  15]
  [  2  13  15]
  [  4  15  17]]

 [[  4  14  15]
  [  3  13  14]
  [  4  12  14]
  ...
  [  4  15  17]
  [  3  14  16]
  [  3  13  15]]

 [[  4  12  14]
  [  4  12  14]
  [  3  11  13]
  ...
  [  2  12  13]
  [  4  14  15]
  [  4  15  17]]

 ...

 [[113  62  43]
  [114  63  44]
  [111  61  38]
  ...
  [ 73  45  23]
  [ 74  47  26]
  [ 82  51  33]]

 [[101  54  34]
  [106  54  40]
  [115  62  44]
  ...
  [ 81  52  36]
  [ 68  39  23]
  [ 89  56  41]]

 [[101  55  40]
  [ 88  45  29]
  [107  58  43]
  ...
  [ 70  47  39]
  [ 68  41  30]
  [ 82  48  39]]]",manipuri
"[[[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 ...

 [[47 39 26]
  [52 44 31]
  [43 35 22]
  ...
  [32 26 14]
  [38 32 20]
  [37 33 22]]

 [[37 27 18]
  [38 28 19]
  [53 43 34]
  ...
  [41 37 25]
  [33 29 17]
  [24 22 10]]

 [[37 31 17]
  [51 45 33]
  [52 46 34]
  ...
  [50 44 32]
  [73 65 54]
  [94 86 73]]]",kuchipudi
"[[[ 28  32  93]
  [ 28  32  93]
  [ 29  33  94]
  ...
  [ 12  25  70]
  [ 12  25  70]
  [ 16  29  74]]

 [[ 28  32  93]
  [ 28  32  93]
  [ 28  32  93]
  ...
  [ 10  23  68]
  [ 10  23  68]
  [ 12  25  70]]

 [[ 27  33  93]
  [ 27  33  93]
  [ 26  32  92]
  ...
  [  8  19  65]
  [  8  19  65]
  [ 16  27  73]]

 ...

 [[142 140 153]
  [132 130 143]
  [147 145 158]
  ...
  [ 60  54  82]
  [ 71  65  93]
  [ 67  61  89]]

 [[133 131 144]
  [156 154 167]
  [152 150 163]
  ...
  [133 128 148]
  [128 123 143]
  [132 127 147]]

 [[129 127 140]
  [128 126 139]
  [113 111 124]
  ...
  [138 134 148]
  [130 126 140]
  [114 110 124]]]",bharatanatyam
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",sattriya
"[[[ 5  3  4]
  [ 5  3  4]
  [ 5  3  4]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 3  3  3]]

 [[ 5  3  4]
  [ 5  3  4]
  [ 5  3  4]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 3  3  3]]

 [[ 5  3  4]
  [ 5  3  4]
  [ 5  3  4]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 3  3  3]]

 ...

 [[14 12 13]
  [14 12 13]
  [14 12 13]
  ...
  [16 16 16]
  [16 16 16]
  [17 17 17]]

 [[14 12 13]
  [14 12 13]
  [13 11 12]
  ...
  [17 17 17]
  [17 17 17]
  [16 16 16]]

 [[14 12 13]
  [14 12 13]
  [13 11 12]
  ...
  [17 17 17]
  [17 17 17]
  [16 16 16]]]",kuchipudi
"[[[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [2 2 2]
  [3 3 3]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [2 2 2]
  [6 6 6]
  [4 4 4]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [2 2 2]
  [7 7 7]
  [5 5 5]]

 ...

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [1 1 1]
  [8 8 8]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [2 2 2]
  [1 1 1]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]]",kathakali
"[[[20 17 24]
  [22 17 24]
  [22 17 24]
  ...
  [21 16 23]
  [21 16 23]
  [20 17 24]]

 [[20 17 24]
  [22 17 24]
  [22 17 24]
  ...
  [22 17 24]
  [22 17 24]
  [20 17 24]]

 [[22 17 24]
  [22 17 23]
  [22 17 23]
  ...
  [20 17 24]
  [19 16 23]
  [19 16 23]]

 ...

 [[17 15 18]
  [19 14 18]
  [20 15 19]
  ...
  [22 17 23]
  [22 17 23]
  [21 16 22]]

 [[18 16 19]
  [19 14 18]
  [20 15 19]
  ...
  [22 17 23]
  [22 17 23]
  [21 16 22]]

 [[18 16 19]
  [20 15 19]
  [19 14 18]
  ...
  [22 17 23]
  [22 17 23]
  [22 17 23]]]",mohiniyattam
"[[[  1   1   1]
  [  1   1   1]
  [  4   4   4]
  ...
  [ 14   7   1]
  [ 19  12   6]
  [ 19  12   6]]

 [[  1   1   1]
  [  1   1   1]
  [  4   4   4]
  ...
  [ 28  21  15]
  [ 20  13   7]
  [ 20  13   7]]

 [[  1   1   1]
  [  1   1   1]
  [  4   4   4]
  ...
  [ 20  13   7]
  [ 31  24  18]
  [ 31  24  18]]

 ...

 [[ 22   7  12]
  [ 11   7   8]
  [  5   6   8]
  ...
  [ 64  40  28]
  [ 78  56  35]
  [ 89  53  31]]

 [[ 16   6   7]
  [  7   6   4]
  [  2   2   0]
  ...
  [ 59  29   1]
  [110  80  56]
  [ 88  71  55]]

 [[ 16   6   7]
  [  7   6   4]
  [  3   3   1]
  ...
  [130  98  73]
  [ 49  22   3]
  [ 31  18   9]]]",kathakali
